,공원명,공원구분,소재지주소,위도,경도,공원면적
608,꿈동산,어린이공원,경상남도 창원시 의창구 봉곡동 5,35.248733,128.655473,691.0
609,무동3호,어린이공원,경상남도 창원시 의창구 북면 무동리 121-4,35.31995929,128.58195320000002,10114.0
610,가람공원(어린이공원33),어린이공원,경상남도 창원시 진해구 용원동 1339-4,35.087521,128.813516,3025.0
611,국화,어린이공원,경상남도 창원시 의창구 도계동 341-3,35.259182,128.636181,1599.0
612,개나리,어린이공원,경상남도 창원시 의창구 도계동 358-1,35.26097048,128.639965,1710.0
613,진달래,어린이공원,경상남도 창원시 의창구 도계동 321-1,35.262845,128.639413,1592.0
614,꿈동산,어린이공원,경상남도 창원시 의창구 봉곡동 5,35.248733,128.655473,691.0
615,느티,어린이공원,경상남도 창원시 의창구 사림동 85-1,35.24615,128.678759,1013.0
616,벼리,어린이공원,경상남도 창원시 의창구 도계동 892,35.25349585,128.639571,1895.0
617,소망,어린이공원,경상남도 창원시 의창구 팔용동 140-1,35.255126000000004,128.609208,1596.0
618,마루,어린이공원,경상남도 창원시 의창구 팔용동 130-5,35.256869,128.6116966,1596.0
619,미르말,어린이공원,경상남도 창원시 의창구 팔용동 93-5,35.253011,128.612955,1561.0
620,이슬,어린이공원,경상남도 창원시 의창구 명서동 35,35.251673,128.64737879999998,1500.0
621,구슬비,어린이공원,경상남도 창원시 의창구 팔용동 182,35.260289,128.6135834,4824.0
622,대나무,어린이공원,경상남도 창원시 의창구 봉곡동 157,35.247768,128.67408899999998,504.0
623,마산-진동2호공원(75호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 622번지,35.119831,128.487423,2200.0
624,마산-진동1호공원(74호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 430번지,35.117282,128.48681399999998,2100.0
625,마산-어린이공원-85,어린이공원,경상남도 창원시 마산합포구 진북면 신촌리 11-8번지,35.140232,128.481395,5874.0
626,마산-어린이공원-84,어린이공원,경상남도 창원시 마산합포구 진북면 신촌리 9-4번지,35.140406,128.480871,4639.0
627,마산-어린이공원-83(진북5호공원),어린이공원,경상남도 창원시 마산합포구 진북면 망곡리 431번지,35.140605,128.483026,4353.0
628,마산-어린이공원-82(진북4호공원),어린이공원,경상남도 창원시 마산합포구 진북면 망곡리 424번지,35.140671000000005,128.4841,2017.0
629,마산-70호공원,어린이공원,경상남도 창원시 마산합포구 신포동1가 76-1번지,35.201617999999996,128.572129,1667.0
630,당산목,어린이공원,경상남도 창원시 의창구 사림동 77-8,35.243373999999996,128.6800968,1143.0
631,윤슬,어린이공원,경상남도 창원시 의창구 팔용동 196,35.260878000000005,128.61702,1921.0
632,한마음,어린이공원,경상남도 창원시 의창구 명서동 174-9,35.246121,128.648563,1507.0
633,해오름,어린이공원,경상남도 창원시 의창구 신월동 43,35.22997105,128.6895937,1940.0
634,양지,어린이공원,경상남도 창원시 의창구 신월동 23,35.22724637,128.6946378,2498.0
635,어울림,어린이공원,경상남도 창원시 의창구 용호동 22-1,35.23808486,128.685362,2387.0
636,퇴촌천,어린이공원,경상남도 창원시 의창구 사림동 26,35.241064,128.6875202,1643.0
637,소나무,어린이공원,경상남도 창원시 의창구 사림동 50,35.24267475,128.687487,1038.0
638,공룡,어린이공원,경상남도 창원시 의창구 사림동 117-1,35.24708331,128.680996,1041.0
639,마산-51호공원,어린이공원,경상남도 창원시 마산합포구 자산동 28-3번지,35.204227,128.56101,1687.0
640,마산-50호공원,어린이공원,경상남도 창원시 마산합포구 자산동 23-4번지,35.206094,128.56301100000002,1665.0
641,마산-42호공원,어린이공원,경상남도 창원시 마산합포구 교방동 362-7번지 일원,35.214707000000004,128.56338300000002,1500.0
642,마산-32호공원,어린이공원,경상남도 창원시 마산합포구 산호동 56-7번지,35.217638,128.57853300000002,673.0
643,마산-31호공원,어린이공원,경상남도 창원시 마산합포구 산호동 22-8번지,35.218705,128.583249,678.0
644,마산-자산공원,어린이공원,경상남도 창원시 마산합포구 자산동 산96-9번지 일원,35.201271000000006,128.56039199999998,20915.0
645,마산-어린이공원-5,어린이공원,경상남도 창원시 마산합포구 우산동 149번지,35.15341,128.554695,1637.0
646,마산-어린이공원-4,어린이공원,경상남도 창원시 마산합포구 현동 1586번지,35.14004,128.56010700000002,2680.0
647,마산-어린이공원-3,어린이공원,경상남도 창원시 마산합포구 현동 1277번지,35.146177,128.550638,4845.0
648,마산-어린이공원-1,어린이공원,경상남도 창원시 마산합포구 현동 220번지,35.143427,128.55803,2057.0
649,마산-근린공원-26(현동공원),근린공원,경상남도 창원시 마산합포구 현동 1288번지 일원,35.146073,128.54853799999998,9598.0
650,마산-근린공원-6(현동공원),근린공원,경상남도 창원시 마산합포구 현동 1294번지 일원,35.148049,128.55783,73780.0
651,마산-만날공원,근린공원,경상남도 창원시 마산합포구 월영동 산175-8번지 일원,35.184713,128.548632,103000.0
652,마산-서항공원-12호공원,근린공원,경상남도 창원시 마산합포구 해운동 54번지,35.176497,128.566052,10887.0
653,거님길,어린이공원,경상남도 창원시 의창구 명서동 111-3,35.24252577,128.64159679999997,2732.0
654,위브,어린이공원,경상남도 창원시 의창구 명서동 25,35.253097,128.641928,1507.0
655,빛고운,어린이공원,경상남도 창원시 의창구 봉림동 455-2 일원,35.251605,128.670706,1869.0
656,꽃향기,어린이공원,경상남도 창원시 의창구 봉림동 475 일원 (531),35.254371,128.66872800000002,2677.0
657,나무그늘,어린이공원,경상남도 창원시 의창구 봉림동 495-1 일원,35.252631,128.666856,1583.0
658,바람산책,어린이공원,경상남도 창원시 의창구 봉림동 713 일원,35.251197999999995,128.66431699999998,1507.0
659,송아리,어린이공원,경상남도 창원시 의창구 명서동 193,35.240846999999995,128.647477,518.0
660,신월,어린이공원,경상남도 창원시 의창구 신월동 12-97,35.23110837,128.69295,950.0
661,81호,어린이공원,경상남도 창원시 의창구 중동 710-1 일원,35.256239,128.621718,1509.0
662,205호,어린이공원,경상남도 창원시 성산구 성주동 167,35.194866999999995,128.715097,2429.0
663,200호,어린이공원,경상남도 창원시 성산구 성주동 177-1,35.190471,128.723508,3297.0
664,94호,어린이공원,경상남도 창원시 성산구 남양동 41-1,35.205016,128.7042069,1382.0
665,고산정,어린이공원,경상남도 창원시 성산구 사파동 33-21,35.23028169,128.7011211,1253.0
666,푸른,어린이공원,경상남도 창원시 성산구 신촌동 33-3,35.201190999999994,128.6282663,779.0
667,쉼터,어린이공원,경상남도 창원시 성산구 신촌동 34-4,35.201475,128.628244,781.0
668,웅남,어린이공원,경상남도 창원시 성산구 신촌동 22-2,35.201375,128.628761,1787.0
669,99호,어린이공원,경상남도 창원시 성산구 성주동 172,35.192797,128.721507,1521.0
670,성주,어린이공원,경상남도 창원시 성산구 성주동 161,35.195624,128.716077,10690.0
671,97호,어린이공원,경상남도 창원시 성산구 성주동 155-2,35.19811189,128.7167548,3915.0
672,75호,어린이공원,경상남도 창원시 성산구 성주동 111-2,35.19988991,128.710901,2589.0
673,샛별,어린이공원,경상남도 창원시 성산구 가음동 42-2,35.20519331,128.70233100000002,333.0
674,온누리,어린이공원,경상남도 창원시 성산구 가음동 35-3,35.206562,128.7021441,807.0
675,꿈꾸러기,어린이공원,경상남도 창원시 성산구 상남동 48,35.214631,128.6883895,436.0
676,청명,어린이공원,경상남도 창원시 성산구 상남동 85-4,35.218121999999994,128.685631,1659.0
677,안민,어린이공원,경상남도 창원시 성산구 안민동 194,35.187044,128.6888982,1580.0
678,푸르미,어린이공원,경상남도 창원시 성산구 상남동 42-1,35.220208,128.685892,4666.0
679,강정,어린이공원,경상남도 창원시 성산구 사파동 115,35.22235512,128.6968659,3686.0
680,개월,어린이공원,경상남도 창원시 성산구 사파동 109-1,35.220721000000005,128.699074,1495.0
681,81호,어린이공원,경상남도 창원시 의창구 중동 710-1 일원,35.256239,128.621718,1509.0
682,마산-69호공원,어린이공원,경상남도 창원시 마산합포구 자산동 20번지 일원,35.205288,128.565071,1722.0
683,마산-68호공원,어린이공원,경상남도 창원시 마산합포구 완월동 390-2번지 일원,35.198032,128.55879,1665.0
684,마산-56호공원,어린이공원,경상남도 창원시 마산합포구 해운동 40번지,35.177844,128.563776,6047.0
685,마산-55호공원,어린이공원,경상남도 창원시 마산합포구 해운동 73번지,35.184831,128.564193,3177.0
686,마산-54호공원,어린이공원,경상남도 창원시 마산합포구 신포동1가 65-1번지,35.19927659,128.5721855,2831.0
687,마산-53호공원,어린이공원,경상남도 창원시 마산합포구 월영동 710-3번지,35.170725,128.557189,1558.0
688,마산-52호공원,어린이공원,경상남도 창원시 마산합포구 월영동 707번지 일원,35.173598999999996,128.55893999999998,8934.0
689,먼등,어린이공원,경상남도 창원시 성산구 대방동 333-3,35.215727,128.705873,508.0
690,금강,어린이공원,경상남도 창원시 성산구 반지동 64-1,35.23882765,128.6640642,2231.0
691,31호,어린이공원,경상남도 창원시 성산구 반지동 53-3,35.24104267,128.6648406,1648.0
692,청석,어린이공원,경상남도 창원시 성산구 반지동 51,35.241186,128.6636617,5063.0
693,신덕,어린이공원,경상남도 창원시 성산구 사파동 18-1,35.229849,128.697467,1362.0
694,다솜,어린이공원,경상남도 창원시 성산구 남양동 21,35.212382,128.700975,3421.0
695,나래,어린이공원,경상남도 창원시 성산구 남양동 33,35.2078314,128.703001,1337.0
696,창원묘지공원,묘지공원,경상남도 창원시 성산구 상복동 591,35.19185782,128.6636211,499880.0
697,209호,소공원,경상남도 창원시 성산구 사파동 24-5,35.228231,128.69908700000002,529.0
698,49호,소공원,경상남도 창원시 성산구 성주동 80,35.187852,128.707491,3463.0
699,39호,소공원,경상남도 창원시 성산구 불모산동 331-2,35.188731,128.723793,866.0
700,31호,소공원,경상남도 창원시 성산구 상남동 65-3,35.216122,128.67800400000002,2724.0
701,22호,소공원,경상남도 창원시 성산구 성주동 165,35.194779,128.714541,709.0
702,1호,소공원,경상남도 창원시 성산구 성주동 118-7,35.19824135,128.70956040000002,1131.0
703,대방체육공원,체육공원,경상남도 창원시 성산구 대방동 256,35.216075,128.71187920000003,530000.0
704,기업사랑공원,근린공원,경상남도 창원시 성산구 가음정동 114-4,35.209588000000004,128.686545,63214.0
705,신촌공원,근린공원,경상남도 창원시 성산구 양곡동 815,35.21098936,128.621328,42000.0
706,월림공원,근린공원,경상남도 창원시 성산구 창곡동 산12,35.207928,128.646931,246340.0
707,토월공원,근린공원,경상남도 창원시 성산구 사파동 160-1,35.230526,128.69716599999998,591693.0
708,양곡공원,근린공원,경상남도 창원시 성산구 양곡동 1089,35.182773,128.6432,640330.0
709,마산-진동공원,근린공원,경상남도 창원시 마산합포구 진동면 진동리 56-1번지 일원,35.119768,128.49135,113530.0
710,마산-추산공원,근린공원,경상남도 창원시 마산합포구 추산동 54-36번지 일원,35.20567103,128.5689093,144050.0
711,소공원,소공원,경상남도 창원시 진해구 여좌동 854-8 일원,35.15373094,128.66921770000002,6510.0
712,마산-노비산공원,근린공원,경상남도 창원시 마산합포구 상남동 58-8번지 일원,35.214107299999995,128.57413190000003,11088.0
713,마산-구항공원-11호공원,근린공원,경상남도 창원시 마산합포구 신포동1가 68-1번지,35.197554,128.57191,11735.0
714,마산-3호(산호공원),근린공원,경상남도 창원시 마산합포구 산호동 532-4번지 일원,35.213837,128.582603,136993.0
715,가음정공원,근린공원,경상남도 창원시 성산구 가음정동 73,35.212174,128.688857,881673.0
716,반송공원,근린공원,경상남도 창원시 성산구 반송동 157,35.238749,128.673685,604050.0
717,한들공원,소공원,경상남도 창원시 의창구 봉림동 521,35.25513465,128.6675439,29701.0
718,하늘길생태,어린이공원,경상남도 창원시 의창구 중동 761-1,35.26009844,128.6290563,2622.0
719,느티나무생태,어린이공원,경상남도 창원시 의창구 서상동 672-5,35.258855,128.6246915,3814.0
720,삼봉공원,어린이공원,경상남도 창원시 의창구 대산면 가술리 823-2,35.331931,128.69368500000002,2648.0
721,일동1호,어린이공원,경상남도 창원시 의창구 대산면 일동리 840-2,35.366454,128.69365200000001,1500.0
722,신리,어린이공원,경상남도 창원시 의창구 북면 신촌리 842-1,35.347509,128.604448,1754.0
723,무동3호,어린이공원,경상남도 창원시 의창구 북면 무동리 121-4,35.31995929,128.58195320000002,10114.0
724,무동2호,어린이공원,경상남도 창원시 의창구 북면 무동리 150-2,35.315321000000004,128.58240590000003,1500.0
725,무동1호,어린이공원,경상남도 창원시 의창구 북면 무동리 124-3,35.317566,128.5821986,1500.0
726,동전1호,어린이공원,경상남도 창원시 의창구 북면 동전리 467-7,35.316069,128.59856200000002,1538.0
727,203호,어린이공원,경상남도 창원시 의창구 북면 감계리231-6,35.304466999999995,128.59967,5849.0
728,191호,어린이공원,경상남도 창원시 의창구 북면 감계리 228,35.30296292,128.5930344,5662.0
729,120호,어린이공원,경상남도 창원시 의창구 북면 감계리 238-10,35.29974134,128.5954905,3186.0
730,119호,어린이공원,경상남도 창원시 의창구 북면 감계리 266-2,35.298927,128.59215700000001,1862.0
731,거님길 가족쉼터,어린이공원,경상남도 창원시 의창구 명서동 111-4,35.242723,128.641202,1607.0
732,거님길,어린이공원,경상남도 창원시 의창구 명서동 111-3,35.24252577,128.64159679999997,2732.0
733,위브,어린이공원,경상남도 창원시 의창구 명서동 25,35.253097,128.641928,1507.0
734,빛고운,어린이공원,경상남도 창원시 의창구 봉림동 455-2 일원,35.251605,128.670706,1869.0
735,꽃향기,어린이공원,경상남도 창원시 의창구 봉림동 475 일원 (531),35.254371,128.66872800000002,2677.0
736,구지,어린이공원,경상남도 창원시 성산구 사파동 72-1,35.221765999999995,128.702304,2936.0
737,고산마을,어린이공원,경상남도 창원시 성산구 사파동 44-5,35.228463,128.701862,1417.0
738,대암,어린이공원,경상남도 창원시 성산구 대방동 370-3,35.20650394,128.7110406,2092.0
739,여우비,어린이공원,경상남도 창원시 성산구 중앙동 20-2,35.227363000000004,128.67511399999998,5403.0
740,비둘기,어린이공원,경상남도 창원시 성산구 중앙동 34-1,35.22436456,128.6744985,2882.0
741,황새,어린이공원,경상남도 창원시 성산구 중앙동 37-4,35.224844,128.673337,1247.0
742,느티,어린이공원,경상남도 창원시 의창구 사림동 85-1,35.24615,128.678759,1013.0
743,대나무,어린이공원,경상남도 창원시 의창구 봉곡동 157,35.247768,128.67408899999998,504.0
744,벼리,어린이공원,경상남도 창원시 의창구 도계동 892,35.25349585,128.639571,1895.0
745,소망,어린이공원,경상남도 창원시 의창구 팔용동 140-1,35.255126000000004,128.609208,1596.0
746,마루,어린이공원,경상남도 창원시 의창구 팔용동 130-5,35.256869,128.6116966,1596.0
747,미르말,어린이공원,경상남도 창원시 의창구 팔용동 93-5,35.253011,128.612955,1561.0
748,이슬,어린이공원,경상남도 창원시 의창구 명서동 35,35.251673,128.64737879999998,1500.0
749,구슬비,어린이공원,경상남도 창원시 의창구 팔용동 182,35.260289,128.6135834,4824.0
750,하늘,어린이공원,경상남도 창원시 의창구 팔용동 165-9,35.258772,128.6106906,2745.0
751,미리내,어린이공원,경상남도 창원시 의창구 명서동 80-1,35.247341999999996,128.644328,1500.0
752,당산목,어린이공원,경상남도 창원시 의창구 사림동 77-8,35.243373999999996,128.6800968,1143.0
753,윤슬,어린이공원,경상남도 창원시 의창구 팔용동 196,35.260878000000005,128.61702,1921.0
754,한마음,어린이공원,경상남도 창원시 의창구 명서동 174-9,35.246121,128.648563,1507.0
755,해오름,어린이공원,경상남도 창원시 의창구 신월동 43,35.22997105,128.6895937,1940.0
756,양지,어린이공원,경상남도 창원시 의창구 신월동 23,35.22724637,128.6946378,2498.0
757,어울림,어린이공원,경상남도 창원시 의창구 용호동 22-1,35.23808486,128.685362,2387.0
758,퇴촌천,어린이공원,경상남도 창원시 의창구 사림동 26,35.241064,128.6875202,1643.0
759,소나무,어린이공원,경상남도 창원시 의창구 사림동 50,35.24267475,128.687487,1038.0
760,공룡,어린이공원,경상남도 창원시 의창구 사림동 117-1,35.24708331,128.680996,1041.0
761,용호,어린이공원,경상남도 창원시 의창구 용호동 35,35.23958139,128.683798,3724.0
762,남지공원,근린공원,경상남도 창원시 성산구 상복동 58-2,35.195665999999996,128.671599,1134813.0
763,대상공원,근린공원,경상남도 창원시 성산구 중앙동 150-3,35.221002,128.6730869,1111815.0
764,상남공원,근린공원,경상남도 창원시 성산구 상남동 89-1,35.21652257,128.6871509,13790.0
765,불모산공원,근린공원,경상남도 창원시 성산구 삼정자동 산56-6,35.22615288,128.6993041,91488.0
766,삼정자공원,근린공원,경상남도 창원시 성산구 성주동 144-1,35.197165999999996,128.7078519,233102.0
767,향나무,어린이공원,경상남도 창원시 의창구 봉곡동 124-10,35.24730734,128.668173,2085.0
768,봉곡중앙,어린이공원,경상남도 창원시 의창구 봉곡동 106,35.247707,128.665721,8858.0
769,단풍,어린이공원,경상남도 창원시 의창구 봉곡동 96-2,35.24813612,128.6646213,1421.0
770,석류,어린이공원,경상남도 창원시 의창구 봉곡동 47,35.24487934,128.6546709,1254.0
771,정다운,어린이공원,경상남도 창원시 의창구 명서동 153-22,35.24897732,128.650552,1501.0
772,띠앗,어린이공원,경상남도 창원시 의창구 소답동 131-12,35.26579376,128.6274346,1517.0
773,새싹,어린이공원,경상남도 창원시 의창구 명서동 114-1,35.24227179,128.643182,1500.0
774,기쁨,어린이공원,경상남도 창원시 의창구 명서동 87-1,35.246684,128.640988,1500.0
775,믿음,어린이공원,경상남도 창원시 의창구 명서동 9-2,35.250075,128.639188,1777.0
776,풀잎,어린이공원,경상남도 창원시 의창구 도계동 406-3,35.255373,128.63751299999998,1597.0
777,한우리,어린이공원,경상남도 창원시 의창구 도계동 419-3,35.25548512,128.639982,1594.0
778,매화,어린이공원,경상남도 창원시 의창구 도계동 413-4,35.257096000000004,128.640634,1600.0
779,장미,어린이공원,경상남도 창원시 의창구 도계동 398-1,35.25773,128.6380883,1619.0
780,국화,어린이공원,경상남도 창원시 의창구 도계동 341-3,35.259182,128.636181,1599.0
781,개나리,어린이공원,경상남도 창원시 의창구 도계동 358-1,35.26097048,128.639965,1710.0
782,진달래,어린이공원,경상남도 창원시 의창구 도계동 321-1,35.262845,128.639413,1592.0
783,백옥,어린이공원,경상남도 창원시 의창구 도계동 309-1,35.261976000000004,128.6359062,1602.0
784,목련,어린이공원,경상남도 창원시 의창구 도계동 305-4,35.26064852,128.633599,1592.0
785,두리,어린이공원,경상남도 창원시 의창구 소답동 153-3,35.26286912,128.630172,1601.0
786,소답,어린이공원,경상남도 창원시 의창구 소답동 114-4,35.261860999999996,128.626218,1602.0
787,고향의봄,어린이공원,경상남도 창원시 의창구 소답동 128-5,35.267271,128.627787,1597.0
788,두럭,어린이공원,경상남도 창원시 의창구 소답동 123-13,35.266327000000004,128.6263915,1602.0
789,사림,어린이공원,"경상남도 창원시 의창구 사림동 155, 156",35.248624,128.686075,1800.0
790,나무그늘,어린이공원,경상남도 창원시 의창구 봉림동 495-1 일원,35.252631,128.666856,1583.0
791,바람산책,어린이공원,경상남도 창원시 의창구 봉림동 713 일원,35.251197999999995,128.66431699999998,1507.0
792,송아리,어린이공원,경상남도 창원시 의창구 명서동 193,35.240846999999995,128.647477,518.0
793,신월,어린이공원,경상남도 창원시 의창구 신월동 12-97,35.23110837,128.69295,950.0
794,도계,체육공원,경상남도 창원시 의창구 도계동 378-4,35.258041999999996,128.64214009999998,37703.0
795,일동지구 제2호,소공원,경상남도 창원시 의창구 대산면 일동리 921,35.366446,128.69364099999999,400.0
796,감계1호,소공원,경상남도 창원시 의창구 북면 감계리 278-1,35.297211,128.5934915,1448.0
797,반계,소공원,경상남도 창원시 의창구 팔룡동 214-1,35.254689,128.605252,1591.0
798,제198호,소공원,경상남도 창원시 의창구 명서동 26,35.251591,128.6421044,8693.0
799,무동1호,근린공원,경상남도 창원시 의창구 북면 무동리 220-1,35.316866999999995,128.58643700000002,10352.0
800,감계4호,근린공원,경상남도 창원시 의창구 북면 감계리 738-1,35.30305444,128.58660659999998,19480.0
801,감계3호,근린공원,경상남도 창원시 의창구 북면 감계리 237-1,35.30072,128.5940869,13147.0
802,가술공원,근린공원,경상남도 창원시 의창구 대산면 가술리 699-1,35.33397174,128.6987858,14220.0
803,평산,근린공원,경상남도 창원시 의창구 팔용동 72-1,35.251368,128.615841,10778.0
804,소공원,소공원,경상남도 창원시 진해구 죽곡동 300 일원,35.112542,128.725096,2884.0
805,남산,근린공원,경상남도 창원시 의창구 서상동134-1,35.25876199,128.61831899999999,171000.0
806,토월,근린공원,"경상남도 창원시 의창구 토월동, 용동",35.234708000000005,128.69521,591693.0
807,용지,근린공원,"경상남도 창원시 의창구 용지, 신월동",35.230562,128.68463799999998,325000.0
808,잎새길공원(어린이공원34),어린이공원,경상남도 창원시 진해구 용원동 1341-3,35.090396999999996,128.815032,4795.0
809,가람공원(어린이공원33),어린이공원,경상남도 창원시 진해구 용원동 1339-4,35.087521,128.813516,3025.0
810,물방울공원(어린이공원32),어린이공원,경상남도 창원시 진해구 용원동 1338-4,35.086929999999995,128.810147,5125.0
811,이슬공원(어린이공원31),어린이공원,경상남도 창원시 진해구 용원동 1337-4,35.086878000000006,128.80518600000002,5625.0
812,망개공원(어린이공원30),어린이공원,경상남도 창원시 진해구 용원동 1336-2,35.08909293,128.80076780000002,6542.0
813,모람공원(근린공원17),근린공원,경상남도 창원시 진해구 용원동 1353-5,35.087483,128.822887,22950.0
814,풀잎나루공원(근린공원16),근린공원,경상남도 창원시 진해구 용원동 1347-3,35.091675,128.82104099999998,11623.0
815,초록오름공원2(근린공원15),근린공원,경상남도 창원시 진해구 용원동 1336-9,35.08942323,128.8094691,13326.0
