,공원명,공원구분,소재지주소,위도,경도,공원면적
1413,창원묘지공원,묘지공원,경상남도 창원시 성산구 상복동 591,35.19185782,128.6636211,499880.0
1414,209호,소공원,경상남도 창원시 성산구 사파동 24-5,35.228231,128.69908700000002,529.0
1415,49호,소공원,경상남도 창원시 성산구 성주동 80,35.187852,128.707491,3463.0
1416,39호,소공원,경상남도 창원시 성산구 불모산동 331-2,35.188731,128.723793,866.0
1417,31호,소공원,경상남도 창원시 성산구 상남동 65-3,35.216122,128.67800400000002,2724.0
1418,황새,어린이공원,경상남도 창원시 성산구 중앙동 37-4,35.224844,128.673337,1247.0
1419,먼등,어린이공원,경상남도 창원시 성산구 대방동 333-3,35.215727,128.705873,508.0
1420,금강,어린이공원,경상남도 창원시 성산구 반지동 64-1,35.23882765,128.6640642,2231.0
1421,31호,어린이공원,경상남도 창원시 성산구 반지동 53-3,35.24104267,128.6648406,1648.0
1422,청석,어린이공원,경상남도 창원시 성산구 반지동 51,35.241186,128.6636617,5063.0
1423,신덕,어린이공원,경상남도 창원시 성산구 사파동 18-1,35.229849,128.697467,1362.0
1424,다솜,어린이공원,경상남도 창원시 성산구 남양동 21,35.212382,128.700975,3421.0
1425,나래,어린이공원,경상남도 창원시 성산구 남양동 33,35.2078314,128.703001,1337.0
1426,창원묘지공원,묘지공원,경상남도 창원시 성산구 상복동 591,35.19185782,128.6636211,499880.0
1427,209호,소공원,경상남도 창원시 성산구 사파동 24-5,35.228231,128.69908700000002,529.0
1428,49호,소공원,경상남도 창원시 성산구 성주동 80,35.187852,128.707491,3463.0
1429,39호,소공원,경상남도 창원시 성산구 불모산동 331-2,35.188731,128.723793,866.0
1430,금강,어린이공원,경상남도 창원시 성산구 반지동 64-1,35.23882765,128.6640642,2231.0
1431,31호,어린이공원,경상남도 창원시 성산구 반지동 53-3,35.24104267,128.6648406,1648.0
1432,99호,어린이공원,경상남도 창원시 성산구 성주동 172,35.192797,128.721507,1521.0
1433,성주,어린이공원,경상남도 창원시 성산구 성주동 161,35.195624,128.716077,10690.0
1434,97호,어린이공원,경상남도 창원시 성산구 성주동 155-2,35.19811189,128.7167548,3915.0
1435,75호,어린이공원,경상남도 창원시 성산구 성주동 111-2,35.19988991,128.710901,2589.0
1436,샛별,어린이공원,경상남도 창원시 성산구 가음동 42-2,35.20519331,128.70233100000002,333.0
1437,온누리,어린이공원,경상남도 창원시 성산구 가음동 35-3,35.206562,128.7021441,807.0
1438,꿈꾸러기,어린이공원,경상남도 창원시 성산구 상남동 48,35.214631,128.6883895,436.0
1439,청명,어린이공원,경상남도 창원시 성산구 상남동 85-4,35.218121999999994,128.685631,1659.0
1440,안민,어린이공원,경상남도 창원시 성산구 안민동 194,35.187044,128.6888982,1580.0
1441,푸르미,어린이공원,경상남도 창원시 성산구 상남동 42-1,35.220208,128.685892,4666.0
1442,양곡공원,근린공원,경상남도 창원시 성산구 양곡동 1089,35.182773,128.6432,640330.0
1443,남지공원,근린공원,경상남도 창원시 성산구 상복동 58-2,35.195665999999996,128.671599,1134813.0
1444,청명,어린이공원,경상남도 창원시 성산구 상남동 85-4,35.218121999999994,128.685631,1659.0
1445,안민,어린이공원,경상남도 창원시 성산구 안민동 194,35.187044,128.6888982,1580.0
1446,푸르미,어린이공원,경상남도 창원시 성산구 상남동 42-1,35.220208,128.685892,4666.0
1447,강정,어린이공원,경상남도 창원시 성산구 사파동 115,35.22235512,128.6968659,3686.0
1448,개월,어린이공원,경상남도 창원시 성산구 사파동 109-1,35.220721000000005,128.699074,1495.0
1449,마산-자산공원,어린이공원,경상남도 창원시 마산합포구 자산동 산96-9번지 일원,35.201271000000006,128.56039199999998,20915.0
1450,마산-어린이공원-5,어린이공원,경상남도 창원시 마산합포구 우산동 149번지,35.15341,128.554695,1637.0
1451,마산-어린이공원-4,어린이공원,경상남도 창원시 마산합포구 현동 1586번지,35.14004,128.56010700000002,2680.0
1452,마산-어린이공원-3,어린이공원,경상남도 창원시 마산합포구 현동 1277번지,35.146177,128.550638,4845.0
1453,마산-어린이공원-1,어린이공원,경상남도 창원시 마산합포구 현동 220번지,35.143427,128.55803,2057.0
1454,무동3호,어린이공원,경상남도 창원시 의창구 북면 무동리 121-4,35.31995929,128.58195320000002,10114.0
1455,무동2호,어린이공원,경상남도 창원시 의창구 북면 무동리 150-2,35.315321000000004,128.58240590000003,1500.0
1456,무동1호,어린이공원,경상남도 창원시 의창구 북면 무동리 124-3,35.317566,128.5821986,1500.0
1457,동전1호,어린이공원,경상남도 창원시 의창구 북면 동전리 467-7,35.316069,128.59856200000002,1538.0
1458,203호,어린이공원,경상남도 창원시 의창구 북면 감계리231-6,35.304466999999995,128.59967,5849.0
1459,191호,어린이공원,경상남도 창원시 의창구 북면 감계리 228,35.30296292,128.5930344,5662.0
1460,120호,어린이공원,경상남도 창원시 의창구 북면 감계리 238-10,35.29974134,128.5954905,3186.0
1461,119호,어린이공원,경상남도 창원시 의창구 북면 감계리 266-2,35.298927,128.59215700000001,1862.0
1462,거님길 가족쉼터,어린이공원,경상남도 창원시 의창구 명서동 111-4,35.242723,128.641202,1607.0
1463,구지,어린이공원,경상남도 창원시 성산구 사파동 72-1,35.221765999999995,128.702304,2936.0
1464,고산마을,어린이공원,경상남도 창원시 성산구 사파동 44-5,35.228463,128.701862,1417.0
1465,대암,어린이공원,경상남도 창원시 성산구 대방동 370-3,35.20650394,128.7110406,2092.0
1466,여우비,어린이공원,경상남도 창원시 성산구 중앙동 20-2,35.227363000000004,128.67511399999998,5403.0
1467,비둘기,어린이공원,경상남도 창원시 성산구 중앙동 34-1,35.22436456,128.6744985,2882.0
1468,푸른,어린이공원,경상남도 창원시 성산구 신촌동 33-3,35.201190999999994,128.6282663,779.0
1469,쉼터,어린이공원,경상남도 창원시 성산구 신촌동 34-4,35.201475,128.628244,781.0
1470,웅남,어린이공원,경상남도 창원시 성산구 신촌동 22-2,35.201375,128.628761,1787.0
1471,문화공원(창원덴소도시첨단산업단지),문화공원,경상남도 창원시 마산합포구 우산동 300-3번지,35.156484999999996,128.55017,7208.0
1472,마산-진전2호공원,어린이공원,경상남도 창원시 마산합포구 진전면 오서리 1763-2번지,35.100925,128.41742299999999,755.0
1473,마산-진북2호공원,어린이공원,경상남도 창원시 마산합포구 진북면 지산리 226-19번지 일원,35.115664,128.46453400000001,1770.0
1474,마산-진동4호공원(77호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 140번지 일원,35.114883,128.490649,2800.0
1475,마산-진동2호공원(75호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 622번지,35.119831,128.487423,2200.0
1476,마산-진동1호공원(74호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 430번지,35.117282,128.48681399999998,2100.0
1477,마산-어린이공원-85,어린이공원,경상남도 창원시 마산합포구 진북면 신촌리 11-8번지,35.140232,128.481395,5874.0
1478,31호,소공원,경상남도 창원시 성산구 상남동 65-3,35.216122,128.67800400000002,2724.0
1479,22호,소공원,경상남도 창원시 성산구 성주동 165,35.194779,128.714541,709.0
1480,1호,소공원,경상남도 창원시 성산구 성주동 118-7,35.19824135,128.70956040000002,1131.0
1481,대방체육공원,체육공원,경상남도 창원시 성산구 대방동 256,35.216075,128.71187920000003,530000.0
1482,기업사랑공원,근린공원,경상남도 창원시 성산구 가음정동 114-4,35.209588000000004,128.686545,63214.0
1483,신촌공원,근린공원,경상남도 창원시 성산구 양곡동 815,35.21098936,128.621328,42000.0
1484,월림공원,근린공원,경상남도 창원시 성산구 창곡동 산12,35.207928,128.646931,246340.0
1485,토월공원,근린공원,경상남도 창원시 성산구 사파동 160-1,35.230526,128.69716599999998,591693.0
1486,99호,어린이공원,경상남도 창원시 성산구 성주동 172,35.192797,128.721507,1521.0
1487,성주,어린이공원,경상남도 창원시 성산구 성주동 161,35.195624,128.716077,10690.0
1488,97호,어린이공원,경상남도 창원시 성산구 성주동 155-2,35.19811189,128.7167548,3915.0
1489,75호,어린이공원,경상남도 창원시 성산구 성주동 111-2,35.19988991,128.710901,2589.0
1490,샛별,어린이공원,경상남도 창원시 성산구 가음동 42-2,35.20519331,128.70233100000002,333.0
1491,온누리,어린이공원,경상남도 창원시 성산구 가음동 35-3,35.206562,128.7021441,807.0
1492,꿈꾸러기,어린이공원,경상남도 창원시 성산구 상남동 48,35.214631,128.6883895,436.0
1493,마산-50호공원,어린이공원,경상남도 창원시 마산합포구 자산동 23-4번지,35.206094,128.56301100000002,1665.0
1494,마산-42호공원,어린이공원,경상남도 창원시 마산합포구 교방동 362-7번지 일원,35.214707000000004,128.56338300000002,1500.0
1495,고산정,어린이공원,경상남도 창원시 성산구 사파동 33-21,35.23028169,128.7011211,1253.0
1496,마산-32호공원,어린이공원,경상남도 창원시 마산합포구 산호동 56-7번지,35.217638,128.57853300000002,673.0
1497,마산-31호공원,어린이공원,경상남도 창원시 마산합포구 산호동 22-8번지,35.218705,128.583249,678.0
1498,제34호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원동 32-1번지 일원,35.221478999999995,128.572667,817.0
1499,제33호 어린이공원,어린이공원,"경상남도 창원시 마산회원구 회원동 52-9, 10, 11번지 일원",35.218414,128.573891,833.0
1500,제30호 어린이공원,어린이공원,경상남도 창원시 마산회원구 봉암동 458-11번지 일원,35.220902,128.59814599999999,463.0
1501,제29호 어린이공원,어린이공원,경상남도 창원시 마산회원구 봉암동 450-19번지 일원,35.222829,128.59688400000002,531.0
1502,제27호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 24-1번지 일원,35.235417,128.588431,596.0
1503,제26호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 94-13번지 일원,35.23498233,128.5844431,973.0
1504,마산-근린공원-26(현동공원),근린공원,경상남도 창원시 마산합포구 현동 1288번지 일원,35.146073,128.54853799999998,9598.0
1505,마산-근린공원-6(현동공원),근린공원,경상남도 창원시 마산합포구 현동 1294번지 일원,35.148049,128.55783,73780.0
1506,마산-만날공원,근린공원,경상남도 창원시 마산합포구 월영동 산175-8번지 일원,35.184713,128.548632,103000.0
1507,마산-서항공원-12호공원,근린공원,경상남도 창원시 마산합포구 해운동 54번지,35.176497,128.566052,10887.0
1508,마산-진동공원,근린공원,경상남도 창원시 마산합포구 진동면 진동리 56-1번지 일원,35.119768,128.49135,113530.0
1509,마산-추산공원,근린공원,경상남도 창원시 마산합포구 추산동 54-36번지 일원,35.20567103,128.5689093,144050.0
1510,마산-노비산공원,근린공원,경상남도 창원시 마산합포구 상남동 58-8번지 일원,35.214107299999995,128.57413190000003,11088.0
1511,마산-구항공원-11호공원,근린공원,경상남도 창원시 마산합포구 신포동1가 68-1번지,35.197554,128.57191,11735.0
1512,마산-3호(산호공원),근린공원,경상남도 창원시 마산합포구 산호동 532-4번지 일원,35.213837,128.582603,136993.0
1513,205호,어린이공원,경상남도 창원시 성산구 성주동 167,35.194866999999995,128.715097,2429.0
1514,200호,어린이공원,경상남도 창원시 성산구 성주동 177-1,35.190471,128.723508,3297.0
1515,중앙 근린공원,근린공원,경상남도 창원시 마산회원구 양덕동 산 56-7번지 일원,35.224239000000004,128.576706,210462.0
1516,팔룡 근린공원,근린공원,경상남도 창원시 마산회원구 양덕동 334번지 일원,35.225837,128.590732,2029481.0
1517,석전 근린공원,근린공원,경상남도 창원시 마산회원구 석전동 152-1,35.229724,128.56937140000002,15240.0
1518,원계 근린공원,근린공원,경상남도 창원시 마산회원구 내서읍 원계리 400-1,35.237213,128.50588770000002,7406.0
1519,삼각지 근린공원,근린공원,경상남도 창원시 마산회원구 양덕동 412-8번지 일원,35.220459000000005,128.588704,18640.0
1520,3.15 근린공원,근린공원,경상남도 창원시 마산회원구 구암동 산92번지 일원,35.253941999999995,128.589058,138420.0
1521,제86호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성동 60-2번지 일원,35.246446,128.589086,4986.0
1522,제11호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원동 390-22번지 일원,35.219794,128.567547,1500.0
1523,제87호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 240-3번지 일원,35.233043,128.574783,1536.0
1524,제72호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 84-2번지 일원,35.228863,128.582044,3839.0
1525,제71호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 84-7번지 일원,35.224652,128.582203,12432.0
1526,마산-어린이공원-84,어린이공원,경상남도 창원시 마산합포구 진북면 신촌리 9-4번지,35.140406,128.480871,4639.0
1527,마산-어린이공원-83(진북5호공원),어린이공원,경상남도 창원시 마산합포구 진북면 망곡리 431번지,35.140605,128.483026,4353.0
1528,마산-어린이공원-82(진북4호공원),어린이공원,경상남도 창원시 마산합포구 진북면 망곡리 424번지,35.140671000000005,128.4841,2017.0
1529,마산-70호공원,어린이공원,경상남도 창원시 마산합포구 신포동1가 76-1번지,35.201617999999996,128.572129,1667.0
1530,마산-69호공원,어린이공원,경상남도 창원시 마산합포구 자산동 20번지 일원,35.205288,128.565071,1722.0
1531,마산-68호공원,어린이공원,경상남도 창원시 마산합포구 완월동 390-2번지 일원,35.198032,128.55879,1665.0
1532,마산-56호공원,어린이공원,경상남도 창원시 마산합포구 해운동 40번지,35.177844,128.563776,6047.0
1533,마산-55호공원,어린이공원,경상남도 창원시 마산합포구 해운동 73번지,35.184831,128.564193,3177.0
1534,마산-54호공원,어린이공원,경상남도 창원시 마산합포구 신포동1가 65-1번지,35.19927659,128.5721855,2831.0
1535,마산-53호공원,어린이공원,경상남도 창원시 마산합포구 월영동 710-3번지,35.170725,128.557189,1558.0
1536,마산-52호공원,어린이공원,경상남도 창원시 마산합포구 월영동 707번지 일원,35.173598999999996,128.55893999999998,8934.0
1537,마산-51호공원,어린이공원,경상남도 창원시 마산합포구 자산동 28-3번지,35.204227,128.56101,1687.0
1538,제43호 어린이공원,어린이공원,경상남도 창원시 마산회원구 봉암동 101-5번지 일원,35.213286,128.617332,4200.0
1539,제41호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원동 650번지 일원,35.215955,128.560104,1648.0
1540,제40호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원2동 668-1번지 일원,35.219590999999994,128.563782,1424.0
1541,제39호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회원2동 628-1번지 일원,35.221588,128.567142,1430.0
1542,제38호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회성동 444-19번지 일원,35.233128,128.556994,973.0
1543,제37호 어린이공원,어린이공원,경상남도 창원시 마산회원구 회성동 449-7번지 일원,35.233561,128.55909499999999,995.0
1544,제36호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 272-21번지 일원,35.231033000000004,128.566821,1500.0
1545,제35호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 284-1번지 일원,35.227371000000005,128.568575,969.0
1546,용재공원,근린공원,경상남도 창원시 진해구 용원동 1226,35.1000094,128.8171577,14792.0
1547,석동2공원(그린빌공원),근린공원,경상남도 창원시 진해구 석동 657,35.15520749,128.7065752,10046.0
1548,청안공원(용원문화공원),근린공원,경상남도 창원시 진해구 청안동 1207-1,35.103699,128.807032,10002.0
1549,제25호 어린이공원,어린이공원,경상남도 창원시 마산회원구 양덕동 70번지 일원,35.234146,128.580801,822.0
1550,제24호 어린이공원,어린이공원,경상남도 창원시 마산회원구 석전동 235-1번지 일원,35.233016,128.577427,815.0
1551,제22호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성동 88-1번지 일원,35.239993,128.580957,990.0
1552,제21호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성동 167-10번지 일원,35.241737,128.588608,1310.0
1553,제20호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성동 115-12번지 일원,35.243232,128.583342,992.0
1554,제19호 어린이공원,어린이공원,경상남도 창원시 마산회원구 구암동 85-10,35.249396999999995,128.5981057,1329.0
1555,제18호 어린이공원,어린이공원,"경상남도 창원시 마산회원구 구암동 1355-1, 2번지 일원",35.253612,128.59926399999998,1320.0
1556,제17호 어린이공원,어린이공원,경상남도 창원시 마산회원구 구암동 279-1번지 일원,35.253549,128.593676,1111.0
1557,제16호 어린이공원,어린이공원,경상남도 창원시 마산회원구 구암동 267-1번지 일원,35.254862,128.596867,992.0
1558,제15호 어린이공원,어린이공원,경상남도 창원시 마산회원구 구암동 1336-2번지 일원,35.257253999999996,128.596756,1480.0
1559,삼계 근린공원,근린공원,경상남도 창원시 마산회원구 내서읍 삼계리 산 278-4번지 일원,35.225646000000005,128.50276399999998,383000.0
1560,중리 근린공원,근린공원,경상남도 창원시 마산회원구 내서읍 중리 산 44번지 일원,35.248542,128.50540900000001,725100.0
1561,상곡 근린공원,근린공원,경상남도 창원시 마산회원구 내서읍 상곡리 산 155번지 일원,35.239859,128.49993600000002,1192100.0
1562,10호 소공원,소공원,경상남도 창원시 마산회원구 석전동 137-53번지 일원,35.228787,128.569447,666.0
1563,자은3지구공원,어린이공원,경상남도 창원시 진해구 자은동 760-2,35.142734999999995,128.708553,1512.0
1564,흰돌메공원,근린공원,경상남도 창원시 진해구 남문동 산4-2,35.10081023,128.77098429999998,32000.0
1565,제3근린공원,근린공원,경상남도 창원시 진해구 남문동 1297,35.10301115,128.7624012,12497.0
1566,제2근린공원,근린공원,경상남도 창원시 진해구 남문동 1289,35.10469379,128.7544855,18115.0
1567,제1근린공원,근린공원,경상남도 창원시 진해구 남문동 1257,35.10473489,128.7503006,14196.0
1568,청안2공원,근린공원,"경상남도 창원시 진해구 청안동 478, 480",35.10311242,128.802864,68958.0
1569,석동근린공원,근린공원,경상남도 창원시 진해구 석동 182,35.15299984,128.7051421,13411.0
1570,석동2지구제2공원,어린이공원,경상남도 창원시 진해구 석동 661,35.155654999999996,128.70976000000002,1650.0
1571,석동2지구제1공원,어린이공원,경상남도 창원시 진해구 석동 647-1,35.157146000000004,128.704676,1500.0
1572,경화제2공원,어린이공원,경상남도 창원시 진해구 경화동 1285-1,35.161854,128.682781,1778.0
1573,제4어린이공원,어린이공원,경상남도 창원시 진해구 용원동 1235-6,35.0991545,128.819844,1618.0
1574,제63호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 508-2번지 일원,35.230028999999995,128.498656,2163.0
1575,제62호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 507-9번지 일원,35.227678999999995,128.496479,1629.0
1576,제61호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 504-5번지 일원,35.231138,128.495093,2417.0
1577,제59호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 1번지 일원,35.238023999999996,128.502868,5590.0
1578,제58호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 12번지 일원,35.233546000000004,128.501325,5289.0
1579,제57호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 삼계리 41번지 일원,35.227674,128.503604,4950.0
1580,제49호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 상곡리 190-19번지 일원,35.244626000000004,128.50058700000002,1583.0
1581,제48호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 상곡리 191번지 일원,35.245907,128.498954,3311.0
1582,제47호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 중리 1057번지 일원,35.243249,128.50401399999998,1580.0
1583,제46호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 중리 1048-2번지 일원,35.246936,128.507466,2140.0
1584,제45호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 중리 1039번지 일원,35.249821000000004,128.509318,1635.0
1585,제44호 어린이공원,어린이공원,경상남도 창원시 마산회원구 내서읍 중리 1037번지 일원,35.251046,128.511344,1752.0
1586,에너지과학공원,문화공원,경상남도 창원시 진해구 덕산동 산2,35.14129989,128.68830020000001,111980.0
1587,STX소공원,소공원,경상남도 창원시 진해구 죽곡동 238,35.112277,128.725073,2295.0
1588,소공원,소공원,경상남도 창원시 진해구 여좌동 854-8 일원,35.15373094,128.66921770000002,6510.0
1589,석동1공원,소공원,경상남도 창원시 진해구 석동 551-2,35.160045000000004,128.694604,747.0
1590,소공원,소공원,경상남도 창원시 진해구 죽곡동 300 일원,35.112542,128.725096,2884.0
1591,소공원,소공원,경상남도 창원시 진해구 남양동 407 일원,35.116394,128.77991699999998,4612.0
1592,웅천묘지공원,묘지공원,경상남도 창원시 진해구 서중동 산51-1 일원,35.107534,128.728329,756670.0
1593,장천체육공원,체육공원,경상남도 창원시 진해구 장천동 1-300,35.127251,128.71995,49000.0
1594,체육공원1,체육공원,경상남도 창원시 진해구 이동 666,35.147579,128.69424899999999,15156.0
1595,장복산공원,근린공원,경상남도 창원시 진해구 태백동 산52-103,35.17214852,128.6587193,640450.0
1596,제20호 어린이공원,어린이공원,경상남도 창원시 마산회원구 합성동 115-12번지 일원,35.243232,128.583342,992.0
1597,제19호 어린이공원,어린이공원,경상남도 창원시 마산회원구 구암동 85-10,35.249396999999995,128.5981057,1329.0
1598,94호,어린이공원,경상남도 창원시 성산구 남양동 41-1,35.205016,128.7042069,1382.0
1599,안골무궁화공원,근린공원,경상남도 창원시 진해구 안골동 372,35.0985076,128.8030879,20010.0
1600,남양공원,근린공원,경상남도 창원시 진해구 남양동 203-1,35.11454019,128.7817385,11740.0
1601,제황산공원,근린공원,경상남도 창원시 진해구 제황산동 28-6일원,35.14915567,128.6634974,404130.0
1602,풍호공원,근린공원,경상남도 창원시 진해구 풍호동 51-6,35.136253,128.7131765,943200.0
1603,19호 소공원,소공원,경상남도 창원시 마산회원구 구암동 167번지 일원,35.250202,128.595476,930.0
1604,18호 소공원,소공원,경상남도 창원시 마산회원구 회원동 214-19번지 일원,35.223143,128.57044299999998,2000.0
1605,17호 소공원,소공원,경상남도 창원시 마산회원구 회원동 355-57번지 일원,35.218996000000004,128.56951899999999,2453.0
1606,16호 소공원,소공원,경상남도 창원시 마산회원구 회원동 566,35.218161,128.5651538,2767.0
1607,15호 소공원,소공원,경상남도 창원시 마산회원구 회원동 597-8번지 일원,35.217408,128.564772,2845.0
